date,sp500_return,vix_diff,t2y_diff,t10y_diff,fedfunds_diff,credit_diff,realized_vol,yield_spread_diff,regime
2005-03-07,0.0026068176057902903,0.3200000000000003,0.040000000000000036,-0.010000000000000675,0.009999999999999787,-0.020000000000000018,0.1040990428436354,-0.05000000000000071,0
2005-03-08,-0.004810336754233369,0.14000000000000057,0.010000000000000231,0.07000000000000028,-0.019999999999999574,-0.010000000000000009,0.10007329712717233,0.06000000000000005,0
2005-03-09,-0.01023730936713907,0.29999999999999893,0.040000000000000036,0.13999999999999968,0.009999999999999787,-0.010000000000000009,0.1068580628775975,0.09999999999999964,0
2005-03-10,0.0018541056357390673,-0.20999999999999908,0.020000000000000018,-0.03999999999999915,0.020000000000000018,-0.020000000000000018,0.10700779849766756,-0.059999999999999165,0
2005-03-11,-0.007612111482457884,0.3100000000000005,0.04999999999999982,0.07999999999999918,-0.010000000000000231,-0.030000000000000027,0.10601275817169774,0.02999999999999936,0
2005-03-14,0.005608865886875591,-0.41000000000000014,0.020000000000000018,-0.040000000000000036,0.08000000000000007,0.020000000000000018,0.1067705607113721,-0.06000000000000005,0
2005-03-15,-0.007552290344278845,0.7599999999999998,0.0,0.020000000000000462,0.020000000000000018,0.010000000000000009,0.1074001704966721,0.020000000000000462,0
2005-03-16,-0.008114655017585015,0.33999999999999986,-0.029999999999999805,-0.020000000000000462,-0.040000000000000036,0.020000000000000018,0.11065864642459976,0.009999999999999343,0
2005-03-17,0.0017996203790611176,-0.20000000000000107,-0.020000000000000018,-0.04999999999999982,0.11000000000000032,0.040000000000000036,0.11009533182672876,-0.029999999999999805,0
2005-03-18,-0.0004706159272691579,-0.14999999999999858,0.020000000000000018,0.040000000000000036,0.020000000000000018,0.020000000000000018,0.11004595947552082,0.020000000000000018,0
2005-03-21,-0.004946437829265626,0.46999999999999886,0.0,0.020000000000000462,0.009999999999999787,0.010000000000000009,0.10806421328955636,0.020000000000000462,0
2005-03-22,-0.010248488122647892,0.6600000000000001,0.13999999999999968,0.09999999999999964,0.010000000000000231,-0.040000000000000036,0.11285479083463362,-0.040000000000000036,0
2005-03-23,0.0006995871015282873,-0.20999999999999908,-0.020000000000000018,-0.019999999999999574,0.009999999999999787,0.010000000000000009,0.10185355383976598,4.440892098500626e-16,0
2005-03-24,-0.0009471192499628245,-0.6400000000000006,0.040000000000000036,-0.010000000000000675,0.020000000000000018,0.010000000000000009,0.0994403697762346,-0.05000000000000071,0
2005-03-28,0.0024385057059328474,0.33000000000000007,0.020000000000000018,0.040000000000000036,0.040000000000000036,0.0,0.09518329361466116,0.020000000000000018,0
2005-03-29,-0.007625141662331636,0.7400000000000002,-0.029999999999999805,-0.040000000000000036,-0.06999999999999984,0.020000000000000018,0.08998634720277404,-0.010000000000000231,0
2005-03-30,0.013678588230223276,-0.8499999999999996,-0.010000000000000231,-0.040000000000000036,0.020000000000000018,0.010000000000000009,0.10307851310941973,-0.029999999999999805,0
2005-03-31,-0.0006943268695538407,0.379999999999999,-0.06000000000000005,-0.05999999999999961,0.21999999999999975,0.029999999999999805,0.10032235523357128,4.440892098500626e-16,0
2005-04-01,-0.006517947367213672,0.07000000000000028,-0.04999999999999982,-0.040000000000000036,-0.1299999999999999,0.010000000000000009,0.10192440874813764,0.009999999999999787,0
2005-04-04,0.002724518934940967,0.019999999999999574,-0.009999999999999787,0.009999999999999787,-0.050000000000000266,0.0,0.10279716327968744,0.019999999999999574,0
2005-04-05,0.0044708262346180305,-0.4299999999999997,0.009999999999999787,0.010000000000000675,-0.05999999999999961,0.010000000000000009,0.09731923606583517,8.881784197001252e-16,0
2005-04-06,0.0022659450142521464,-0.5299999999999994,-0.04999999999999982,-0.040000000000000036,0.009999999999999787,0.010000000000000009,0.09713995424102603,0.009999999999999787,0
2005-04-07,0.005953175407841016,-0.8200000000000003,0.020000000000000018,0.04999999999999982,0.029999999999999805,-0.020000000000000018,0.09981910230579234,0.029999999999999805,0
2005-04-08,-0.008379960856031765,0.28999999999999915,0.04999999999999982,0.009999999999999787,-0.009999999999999787,-0.010000000000000009,0.09786933823099773,-0.040000000000000036,0
2005-04-11,8.465930976697678e-06,-0.6399999999999988,-0.020000000000000018,-0.04999999999999982,0.029999999999999805,0.030000000000000027,0.09739186993073265,-0.029999999999999805,0
2005-04-12,0.005529843510995391,-0.6799999999999997,-0.040000000000000036,-0.07000000000000028,-0.009999999999999787,-0.010000000000000009,0.0969883387625166,-0.03000000000000025,0
2005-04-13,-0.011831350562695242,2.01,-0.04999999999999982,0.0,-0.010000000000000231,0.030000000000000027,0.10186094561012908,0.04999999999999982,0
2005-04-14,-0.010052143003023595,1.2199999999999989,-0.06000000000000005,-0.009999999999999787,0.03000000000000025,0.06000000000000005,0.10413038358922128,0.050000000000000266,0
2005-04-15,-0.016861815670464964,3.209999999999999,-0.06000000000000005,-0.10000000000000053,0.029999999999999805,0.030000000000000027,0.11503205587878351,-0.04000000000000048,0
2005-04-18,0.0029362950398601484,-1.1799999999999997,0.009999999999999787,0.0,-0.06999999999999984,-0.030000000000000027,0.11555358863820869,-0.009999999999999787,0
2005-04-19,0.0059162503562486535,-1.5999999999999979,-0.04999999999999982,-0.05999999999999961,-0.009999999999999787,0.010000000000000009,0.11856067246856647,-0.009999999999999787,0
2005-04-20,-0.013343544646559735,1.9600000000000009,0.020000000000000018,0.009999999999999787,0.0,0.020000000000000018,0.12502893505713852,-0.010000000000000231,0
2005-04-21,0.01954402889804907,-2.5100000000000016,0.1299999999999999,0.10000000000000053,0.009999999999999787,-0.050000000000000044,0.14147380049086367,-0.02999999999999936,0
2005-04-22,-0.006773177225621652,0.9700000000000006,-0.029999999999999805,-0.0600000000000005,-0.009999999999999787,0.010000000000000009,0.1430480503310343,-0.030000000000000693,0
2005-04-25,0.00862498973129533,-0.7600000000000016,0.020000000000000018,0.0,0.07999999999999963,-0.030000000000000027,0.14674975634931806,-0.020000000000000018,0
2005-04-26,-0.00887673130687805,0.2900000000000009,0.029999999999999805,0.020000000000000462,-0.040000000000000036,-0.010000000000000009,0.1492250577258931,-0.009999999999999343,0
2005-04-27,0.003942454017065167,-0.040000000000000924,-0.029999999999999805,-0.03000000000000025,-0.1499999999999999,0.020000000000000018,0.1480507493614805,-4.440892098500626e-16,0
2005-04-28,-0.011445593724814351,1.9900000000000002,-0.050000000000000266,-0.05999999999999961,0.26000000000000023,0.030000000000000027,0.1435276322563383,-0.009999999999999343,0
2005-04-29,0.011851951939489958,-1.549999999999999,0.07000000000000028,0.019999999999999574,0.08000000000000007,0.010000000000000009,0.15087839370086303,-0.05000000000000071,0
2005-05-02,0.004579548410937662,-0.19000000000000128,-0.020000000000000018,0.0,0.009999999999999787,0.010000000000000009,0.15063156627055713,0.020000000000000018,0
2005-05-03,-0.0008522250906404238,-0.5899999999999999,0.040000000000000036,0.0,-0.029999999999999805,0.0,0.15019406862583617,-0.040000000000000036,0
2005-05-04,0.012393068639626748,-0.6799999999999997,-0.050000000000000266,-0.009999999999999787,0.040000000000000036,0.06000000000000005,0.15596658699073776,0.04000000000000048,0
2005-05-05,-0.002572096738843399,0.13000000000000078,-0.04999999999999982,-0.009999999999999787,0.0,0.010000000000000009,0.15589072617212876,0.040000000000000036,0
2005-05-06,-0.0010921595979773713,0.07000000000000028,0.1499999999999999,0.08999999999999986,-0.010000000000000231,-0.020000000000000018,0.15413804858736024,-0.06000000000000005,0
2005-05-09,0.006373974324071163,-0.3000000000000007,0.029999999999999805,0.009999999999999787,0.010000000000000231,-0.040000000000000036,0.15346544229906695,-0.020000000000000018,0
2005-05-10,-0.010763154742834402,1.1600000000000001,-0.06999999999999984,-0.05999999999999961,0.0,0.040000000000000036,0.15784747774346095,0.010000000000000231,0
2005-05-11,0.004184267634049554,-0.46000000000000085,-0.009999999999999787,-0.020000000000000462,0.0,-0.010000000000000009,0.15725591305160386,-0.010000000000000675,0
2005-05-12,-0.01008388828536777,1.6700000000000017,-0.020000000000000018,-0.03000000000000025,0.019999999999999574,0.020000000000000018,0.15580328237025448,-0.010000000000000231,0
2005-05-13,-0.004590634020953388,0.1999999999999993,-0.050000000000000266,-0.05999999999999961,0.0,0.04999999999999982,0.15274223952573243,-0.009999999999999343,0
2005-05-16,0.01003569166673035,-0.6400000000000006,0.0,0.009999999999999787,0.050000000000000266,0.010000000000000009,0.14424163716739702,0.009999999999999787,0
2005-05-17,0.006933162771744605,-1.1099999999999994,0.0,-0.009999999999999787,-0.06999999999999984,0.020000000000000018,0.14559265950813488,-0.009999999999999787,0
2005-05-18,0.009968887656810033,-0.9399999999999995,-0.04999999999999982,-0.04999999999999982,0.009999999999999787,0.010000000000000009,0.14792520365706255,0.0,0
2005-05-19,0.004645221763426299,-0.3100000000000005,0.08000000000000007,0.040000000000000036,0.020000000000000018,-0.010000000000000009,0.13824217684527879,-0.040000000000000036,0
2005-05-20,-0.0015123765674873724,-0.17999999999999972,0.04999999999999982,0.019999999999999574,-0.010000000000000231,-0.020000000000000018,0.12338515431232948,-0.03000000000000025,0
2005-05-23,0.0038436731695785653,-0.19000000000000128,-0.040000000000000036,-0.05999999999999961,0.0,0.0,0.12019251600367696,-0.019999999999999574,0
2005-05-24,0.00017588455318318097,-0.2599999999999998,-0.040000000000000036,-0.03000000000000025,-0.019999999999999574,0.020000000000000018,0.11758955330270228,0.009999999999999787,0
2005-05-25,-0.003405929268133434,-0.10999999999999943,0.0,0.040000000000000036,0.019999999999999574,0.0,0.1130686055054731,0.040000000000000036,0
2005-05-26,0.006374543601162408,-0.33999999999999986,0.03000000000000025,0.0,0.0,0.0,0.11402607703798368,-0.03000000000000025,0
2005-05-27,0.0009681189205492657,-0.08999999999999986,0.0,0.0,0.0,0.0,0.10367582293240331,0.0,0
2005-05-31,-0.006091355414525879,1.1399999999999988,-0.040000000000000036,-0.08000000000000007,0.08000000000000007,-0.010000000000000009,0.1013652877547232,-0.040000000000000036,0
2005-06-01,0.008956830094912327,-0.9299999999999997,-0.10000000000000009,-0.08999999999999986,-0.06999999999999984,0.010000000000000009,0.10418727010635032,0.010000000000000231,0
2005-06-02,0.0017203340194074102,-0.5199999999999996,0.020000000000000018,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018,0.10380046341566448,-0.040000000000000036,0
2005-06-03,-0.006890803874330942,0.3100000000000005,0.04999999999999982,0.08999999999999986,-0.009999999999999787,-0.04999999999999982,0.10029082045665975,0.040000000000000036,0
2005-06-06,0.0012450232021059549,0.129999999999999,0.020000000000000018,-0.020000000000000018,0.009999999999999787,-0.020000000000000018,0.09953388577715616,-0.040000000000000036,0
2005-06-07,-0.00020878831863413438,0.11000000000000121,-0.020000000000000018,-0.040000000000000036,-0.040000000000000036,0.0,0.09934681702178721,-0.020000000000000018,0
2005-06-08,-0.0021656160608678476,0.3099999999999987,0.03000000000000025,0.03000000000000025,0.0,0.0,0.0979664371885244,0.0,0
2005-06-09,0.005226260017272999,-0.6199999999999992,0.040000000000000036,0.029999999999999805,0.04999999999999982,0.010000000000000009,0.08984756728494542,-0.010000000000000231,0
2005-06-10,-0.0023509414589399924,-0.11999999999999922,0.06999999999999984,0.06999999999999984,0.0,0.010000000000000009,0.09014432175392764,0.0,0
2005-06-13,0.002259341583784824,-0.3100000000000005,0.0,0.040000000000000036,0.03000000000000025,0.0,0.08049884345723447,0.040000000000000036,0
2005-06-14,0.002569936500711023,0.1399999999999988,0.0,0.040000000000000036,-0.03000000000000025,0.030000000000000027,0.07723385694204613,0.040000000000000036,0
2005-06-15,0.002215318123658605,-0.3299999999999983,0.010000000000000231,-0.009999999999999787,0.040000000000000036,0.0,0.07154113842788931,-0.020000000000000018,0
2005-06-16,0.0036235220864320183,-0.3100000000000005,-0.020000000000000018,-0.03000000000000025,-0.04999999999999982,-0.010000000000000009,0.06934161547093265,-0.010000000000000231,0
2005-06-17,0.004942512285585288,0.33000000000000007,0.020000000000000018,0.0,-0.009999999999999787,-0.010000000000000009,0.06353515741284414,-0.020000000000000018,0
2005-06-20,-0.000706928752941316,-0.009999999999999787,0.0,0.020000000000000462,0.019999999999999574,0.0,0.06262453738998694,0.020000000000000462,0
2005-06-21,-0.0020496280393151878,-0.39000000000000057,-0.010000000000000231,-0.05000000000000071,-0.04999999999999982,0.0,0.06292197106027836,-0.04000000000000048,0
2005-06-22,0.00022245199866066656,-0.02999999999999936,-0.08999999999999986,-0.10999999999999943,-0.029999999999999805,0.039999999999999813,0.06207883040665876,-0.019999999999999574,0
2005-06-23,-0.01089213579658832,1.08,0.009999999999999787,0.009999999999999787,0.11999999999999966,-0.010000000000000009,0.07413239472568846,0.0,0
2005-06-24,-0.00765793986114538,0.049999999999998934,-0.040000000000000036,-0.040000000000000036,0.020000000000000018,0.010000000000000009,0.0781402241029631,0.0,0
2005-06-27,-0.000738794287799216,0.33999999999999986,0.010000000000000231,-0.020000000000000018,0.10000000000000009,0.0,0.07471008131285353,-0.03000000000000025,0
2005-06-28,0.009096063986378411,-0.9399999999999995,0.04999999999999982,0.07000000000000028,0.0,-0.019999999999999796,0.08142023617676139,0.020000000000000462,0
2005-06-29,-0.0014324860242043158,0.1899999999999995,0.0,0.020000000000000018,0.03000000000000025,0.0,0.07849568633286155,0.020000000000000018,0
2005-06-30,-0.007126218901041703,0.2699999999999996,0.010000000000000231,-0.050000000000000266,0.1499999999999999,0.0,0.07596174739655129,-0.0600000000000005,0
2005-07-01,0.002607126220535605,-0.6399999999999988,0.09999999999999964,0.11999999999999966,0.009999999999999787,-0.040000000000000036,0.07633971257114675,0.020000000000000018,0
2005-07-05,0.008793811852699562,0.27999999999999936,0.03000000000000025,0.05000000000000071,-0.08999999999999986,0.010000000000000009,0.07880867781322956,0.020000000000000462,0
2005-07-06,-0.00837529323506736,0.5899999999999999,-0.020000000000000018,-0.03000000000000025,-0.2799999999999998,0.010000000000000009,0.08429613553175298,-0.010000000000000231,0
2005-07-07,0.0024490046969205537,0.22000000000000064,-0.06000000000000005,-0.03000000000000025,0.18999999999999995,-0.010000000000000009,0.08475537168667617,0.029999999999999805,0
2005-07-08,0.011611389809145223,-1.040000000000001,0.06999999999999984,0.0600000000000005,0.040000000000000036,-0.010000000000000009,0.09327841597363024,-0.009999999999999343,0
2005-07-11,0.006235367547454018,-0.16999999999999993,0.03000000000000025,0.0,0.009999999999999787,-0.020000000000000018,0.09396107656422527,-0.03000000000000025,0
2005-07-12,0.0022689584407018515,-0.33000000000000007,0.009999999999999787,0.040000000000000036,0.0,-0.010000000000000009,0.09341471632631568,0.03000000000000025,0
2005-07-13,0.000883255015508233,-0.10999999999999943,0.020000000000000018,0.019999999999999574,0.040000000000000036,-0.010000000000000009,0.09329293055667194,-4.440892098500626e-16,0
2005-07-14,0.002620634288748036,-0.02999999999999936,0.020000000000000018,0.020000000000000462,0.04999999999999982,-0.010000000000000009,0.09330464706563393,4.440892098500626e-16,0
2005-07-15,0.0011570963066089845,-0.4800000000000004,0.0,-0.010000000000000675,0.0,-0.010000000000000009,0.09318651006238132,-0.010000000000000675,0
2005-07-18,-0.00554502145551794,0.4399999999999995,0.03000000000000025,0.040000000000000036,-0.1299999999999999,0.030000000000000027,0.09512179515282694,0.009999999999999787,0
2005-07-19,0.006708914850568348,-0.3200000000000003,-0.010000000000000231,-0.019999999999999574,-0.06000000000000005,-0.020000000000000018,0.09637363961824538,-0.009999999999999343,0
2005-07-20,0.004747325870308572,-0.21999999999999886,0.020000000000000018,-0.03000000000000025,0.1200000000000001,-0.010000000000000009,0.09737248203218313,-0.050000000000000266,0
2005-07-21,-0.006628135253962775,0.7400000000000002,0.06000000000000005,0.11000000000000032,0.020000000000000018,-0.010000000000000009,0.10027490648125666,0.050000000000000266,0
2005-07-22,0.005396807532851433,-0.45000000000000107,-0.040000000000000036,-0.04999999999999982,-0.020000000000000018,-0.010000000000000009,0.10167111590947935,-0.009999999999999787,0
2005-07-25,-0.003776332191783638,0.5800000000000001,0.03000000000000025,0.019999999999999574,0.029999999999999805,-0.030000000000000027,0.09409205519945635,-0.010000000000000675,0
2005-07-26,0.0017315740103054367,-0.10999999999999943,0.0,-0.009999999999999787,-0.029999999999999805,0.0,0.08852570710847743,-0.009999999999999787,0
2005-07-27,0.004562499050917879,-0.6300000000000008,0.040000000000000036,0.02999999999999936,0.020000000000000018,-0.010000000000000009,0.08869847951514882,-0.010000000000000675,0
2005-07-28,0.005587575160040714,0.16000000000000014,-0.03000000000000025,-0.0699999999999994,0.0,-0.030000000000000027,0.08585362615916643,-0.03999999999999915,0
2005-07-29,-0.007700106652253069,1.0500000000000007,0.05999999999999961,0.08000000000000007,0.040000000000000036,-0.010000000000000009,0.09125682167400316,0.020000000000000462,0
2005-08-01,0.0009475487947421257,0.5099999999999998,0.020000000000000462,0.040000000000000036,-0.010000000000000231,0.0,0.08594665655216707,0.019999999999999574,0
2005-08-02,0.007074121948003942,-0.33000000000000007,0.019999999999999574,0.019999999999999574,-0.09999999999999964,0.010000000000000009,0.0878934557170295,0.0,0
2005-08-03,0.0007392052273802463,0.08000000000000007,-0.040000000000000036,-0.040000000000000036,0.1499999999999999,0.020000000000000018,0.08433697995436382,0.0,0
2005-08-04,-0.00740057390290616,0.6899999999999995,0.020000000000000462,0.020000000000000462,0.08999999999999986,-0.010000000000000009,0.08294673977646963,0.0,0
2005-08-05,-0.0076677276761953905,-0.03999999999999915,0.07000000000000028,0.08000000000000007,0.050000000000000266,-0.020000000000000018,0.08884119277252336,0.009999999999999787,0
2005-08-08,-0.002686209286040686,0.7300000000000004,0.04999999999999982,0.019999999999999574,0.009999999999999787,0.0,0.08103308549116531,-0.03000000000000025,0
2005-08-09,0.00672234463745891,-0.8100000000000005,-0.03000000000000025,-0.009999999999999787,-0.029999999999999805,-0.010000000000000009,0.08148813792760669,0.020000000000000462,0
2005-08-10,-0.001828889642518483,-0.019999999999999574,0.0,-0.009999999999999787,0.009999999999999787,0.020000000000000018,0.08158083903368304,-0.009999999999999787,0
2005-08-11,0.007037087095646655,0.03999999999999915,-0.03000000000000025,-0.08000000000000007,0.029999999999999805,0.030000000000000027,0.08488314610041497,-0.04999999999999982,0
2005-08-12,-0.006012496842078718,0.3200000000000003,-0.04999999999999982,-0.08000000000000007,0.040000000000000036,0.0,0.08747359897075054,-0.03000000000000025,0
2005-08-15,0.0028243791753821412,-0.4800000000000004,0.03000000000000025,0.02999999999999936,0.06000000000000005,0.0,0.08790488586415676,-8.881784197001252e-16,0
2005-08-16,-0.011845842719186095,1.2599999999999998,-0.04999999999999982,-0.03999999999999915,-0.1499999999999999,0.0,0.09550217004242983,0.010000000000000675,0
2005-08-17,0.0007378319553614787,-0.21999999999999886,0.040000000000000036,0.04999999999999982,0.10999999999999988,0.0,0.09234988029468316,0.009999999999999787,0
2005-08-18,-0.0010003034541039568,0.11999999999999922,-0.0600000000000005,-0.07000000000000028,-0.06999999999999984,0.020000000000000018,0.09047661720748365,-0.009999999999999787,0
2005-08-19,0.000565868315403506,0.0,0.020000000000000462,0.0,0.040000000000000036,-0.010000000000000009,0.08785945767313773,-0.020000000000000462,0
2005-08-22,0.0016547615021762496,0.0,0.0,0.009999999999999787,-0.03000000000000025,0.0,0.08574087380096478,0.009999999999999787,0
2005-08-23,-0.0033943918592509448,-0.08000000000000007,-0.020000000000000462,-0.019999999999999574,-0.019999999999999574,0.0,0.08556496011576216,8.881784197001252e-16,0
2005-08-24,-0.006592036000575341,0.8300000000000001,-0.019999999999999574,-0.009999999999999787,0.009999999999999787,0.0,0.0877276330973984,0.009999999999999787,0
2005-08-25,0.002295662373366092,-0.4399999999999995,0.009999999999999787,-0.010000000000000675,0.04999999999999982,-0.020000000000000018,0.08630811159031003,-0.020000000000000462,0
2005-08-26,-0.006014570535347374,-0.009999999999999787,0.05999999999999961,0.020000000000000462,-0.009999999999999787,-0.010000000000000009,0.08457599414282031,-0.03999999999999915,0
2005-08-29,0.005940333016495991,-0.20000000000000107,0.0,0.0,0.0,-0.010000000000000009,0.08517831122693746,0.0,0
2005-08-30,-0.0031974381660715423,0.13000000000000078,-0.08999999999999941,-0.040000000000000036,-0.020000000000000018,-0.010000000000000009,0.08528474100322446,0.04999999999999938,0
2005-08-31,0.009815868070497835,-1.0500000000000007,-0.13000000000000034,-0.14000000000000057,0.10999999999999988,0.10000000000000009,0.08902247633496319,-0.010000000000000231,0
2005-09-01,0.0010319749310561122,0.5500000000000007,-0.11999999999999966,0.0,-0.06000000000000005,0.040000000000000036,0.08909695068913288,0.11999999999999966,0
2005-09-02,-0.002926699389046661,0.41999999999999993,0.029999999999999805,0.010000000000000675,-0.07999999999999963,0.030000000000000027,0.08629126212481582,-0.01999999999999913,0
2005-09-06,0.012539886358391428,-0.6400000000000006,0.04999999999999982,0.05999999999999961,0.07999999999999963,-0.010000000000000009,0.09377791322164236,0.009999999999999787,0
2005-09-07,0.0024051028903073757,-0.41000000000000014,0.07000000000000028,0.0600000000000005,-0.08999999999999986,0.0,0.09341352855727421,-0.009999999999999787,0
2005-09-08,-0.0038006066745008837,0.41000000000000014,0.0,0.0,0.010000000000000231,0.0,0.09169574417007173,0.0,0
2005-09-09,0.007933244203079504,-0.9499999999999993,0.009999999999999787,-0.010000000000000675,0.0,-0.010000000000000009,0.09538880765596504,-0.020000000000000462,0
2005-09-12,-0.0007413257176622778,-0.33000000000000007,0.040000000000000036,0.040000000000000036,0.009999999999999787,0.0,0.0924067427039608,0.0,0
2005-09-13,-0.007573587031223461,0.7400000000000002,-0.040000000000000036,-0.040000000000000036,-0.04999999999999982,0.010000000000000009,0.09385593125732705,0.0,0
2005-09-14,-0.003286746967011034,0.5199999999999996,0.020000000000000018,0.03000000000000025,0.08999999999999986,0.0,0.09395188600057872,0.010000000000000231,0
2005-09-15,0.0004643792677008207,-0.41999999999999993,0.0,0.04999999999999982,0.1299999999999999,0.010000000000000009,0.08397154415669066,0.04999999999999982,0
2005-09-16,0.00825753787672312,-1.2699999999999996,0.07000000000000028,0.040000000000000036,-0.04999999999999982,0.010000000000000009,0.08836125607889292,-0.03000000000000025,0
2005-09-19,-0.005581379695913213,0.9199999999999999,-0.040000000000000036,-0.009999999999999787,0.0,0.0,0.09085185152086044,0.03000000000000025,0
2005-09-20,-0.007894477379871923,0.5,0.06999999999999984,0.009999999999999787,0.04999999999999982,-0.040000000000000036,0.09535091078340174,-0.06000000000000005,0
2005-09-21,-0.009162981438076478,1.1499999999999986,-0.040000000000000036,-0.0699999999999994,0.050000000000000266,0.030000000000000027,0.10031109391875,-0.02999999999999936,0
2005-09-22,0.003645635466048347,-0.4599999999999991,-0.009999999999999787,0.0,0.04999999999999982,0.0,0.10067259381991814,0.009999999999999787,0
2005-09-23,0.0005514607676655459,-0.3699999999999992,0.0699999999999994,0.05999999999999961,-0.010000000000000231,-0.010000000000000009,0.0978855872581864,-0.009999999999999787,0
2005-09-26,0.0002797294869569811,0.0799999999999983,0.05000000000000071,0.04999999999999982,0.07000000000000028,0.0,0.09759664873723206,-8.881784197001252e-16,0
2005-09-27,2.467825722352046e-05,-0.27999999999999936,0.009999999999999787,0.0,-0.10000000000000009,0.010000000000000009,0.09501559526722733,-0.009999999999999787,0
2005-09-28,0.0010112845407705962,-0.129999999999999,0.009999999999999787,-0.040000000000000036,0.029999999999999805,-0.020000000000000018,0.09291530282475638,-0.04999999999999982,0
2005-09-29,0.00882778572246945,-0.39000000000000057,0.040000000000000036,0.03000000000000025,0.06000000000000005,0.010000000000000009,0.09666859484591322,-0.009999999999999787,0
2005-09-30,0.0009200119517718264,-0.3200000000000003,0.04999999999999982,0.04999999999999982,0.11000000000000032,-0.020000000000000018,0.09090028341559976,0.0,0
2005-10-03,-0.0017185843424210034,0.5400000000000009,0.03000000000000025,0.04999999999999982,-0.06000000000000005,0.010000000000000009,0.09113163487938622,0.019999999999999574,0
2005-10-04,-0.010019869424827021,0.7399999999999984,0.009999999999999787,-0.009999999999999787,-0.1200000000000001,-0.010000000000000009,0.09730058668215386,-0.019999999999999574,0
